Location_Type,Sampling_Area,Site_Number,Collection_Date,Collection_Time,Vegetation_Species,Cones_Present,Stem_Height,Stem_DBH,Crown_Class,Health_Status,Damage_Mode,Trunk_Wound,Crown_Remaining,Leaves_Remaining,Terrain_Aspect,Photo_Tag,Photo_Tree,Tree_Notes
forest,CRBU: Irwin Cutoff (IC),1877,7/17/2025,15:14:00,Pinaceae-Abies lasiocarpa,NA,23.9,40.1,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,70,100,17,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_71342766668797cd573ffa.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_77062978068797cd5a6925.jpg,NA
forest,CRBU: Irwin Cutoff (IC),1876,7/17/2025,15:09:00,Pinaceae-Abies lasiocarpa,No,26.8,45.9,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,95,290,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_117758817368797cd0e925f.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_18054476268797cd148094.jpg,NA
forest,CRBU: Irwin Cutoff (IC),1875,7/17/2025,14:59:00,Pinaceae-Abies lasiocarpa,No,11.7,25.2,I: Intermediate,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,100,100,260,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_7861727168797ccde464c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_28599370268797cce31a03.jpg,NA
forest,Ad Hoc Site,1874,7/17/2025,13:53:00,Pinaceae-Abies lasiocarpa,No,24.9,44.8,D: Dominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,75,100,327,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_36818407968797ccacf0be.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_138302900168797ccb335a4.jpg,Dbh@1.4
forest,Ad Hoc Site,1873,7/17/2025,13:46:00,Pinaceae-Abies lasiocarpa,No,19.4,32,D: Dominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,70,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_191904347568797cc78d8c9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_182856862168797cc7d45cb.jpg,NA
forest,Ad Hoc Site,1872,7/17/2025,13:37:00,Pinaceae-Abies lasiocarpa,No,23,43.7,D: Dominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,50,100,0,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_173700368968797cc3c586d.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_120693597568797cc4834d0.jpg,NA
forest,Ad Hoc Site,1871,7/17/2025,13:31:00,Pinaceae-Abies lasiocarpa,No,11.5,16.3,D: Dominant,S: standing,"Fungus or other disease: visible fungal fruiting bodies on stem (e.g., aspen canker), clumps of dead, Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,80,100,307,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_24583036168797cbcf059a.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_30941774868797cbd6518f.jpg,Dbh @1.5
forest,Ad Hoc Site,1870,7/17/2025,13:30:00,Pinaceae-Abies lasiocarpa,No,17.9,38.7,D: Dominant,S: standing,"Fungus or other disease: visible fungal fruiting bodies on stem (e.g., aspen canker), clumps of dead, Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,90,100,285,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_135918488368797c14233a9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_80868448068797c14602e8.jpg,NA
forest,Ad Hoc Site,1869,7/17/2025,12:00:00,Pinaceae-Abies lasiocarpa,No,10.2,22.1,C: Codominant,S: standing,NA,0 = no visible trunk wound,80,100,60,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1753853168797c10dfced.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_14467480468797c111c3ba.jpg,Dbh @ 1.5.  cluster. 10.0. 19.2. 23.2
forest,Ad Hoc Site,1868,7/17/2025,11:57:00,Pinaceae-Abies lasiocarpa,No,3.8,9.2,D: Dominant,S: standing,NA,0 = no visible trunk wound,75,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_77470933968797c0c6fdf9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_31714299468797c0d43b59.jpg,NA
forest,Ad Hoc Site,1867,7/17/2025,11:49:00,Pinaceae-Abies lasiocarpa,No,4.5,11,D: Dominant,S: standing,NA,0 = no visible trunk wound,80,100,200,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_202199420168797c08a5c79.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_19437775568797c091b1fc.jpg,NA
forest,Ad Hoc Site,1866,7/17/2025,11:48:00,Pinaceae-Abies lasiocarpa,No,3.5,9.5,D: Dominant,S: standing,NA,1 = a small wound less than dbh x dbh in area,70,100,210,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_69174382968797c0545e3c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_189042438468797c0597e88.jpg,NA
forest,CRBU: Poverty Gulch (PO),1865,7/17/2025,10:59:00,Pinaceae-Abies lasiocarpa,No,21.3,44.4,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,60,100,35,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_5839238068797c015be22.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_106665058968797c01cf99f.jpg,NA
forest,CRBU: Poverty Gulch (PO),1864,7/17/2025,10:46:00,Pinaceae-Abies lasiocarpa,No,15.6,34.4,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,90,95,237,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_96607842468797bfdbad4a.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_193480919968797bfe0817b.jpg,NA
forest,CRBU: Poverty Gulch (PO),1863,7/17/2025,10:40:00,Pinaceae-Abies lasiocarpa,No,16.5,43.4,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,185,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_187243113668797bf9a334b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_175453641768797bf9d60bd.jpg,Dbh @ 1.4
forest,CRBU: Poverty Gulch (PO),1862,7/17/2025,10:31:00,Pinaceae-Abies lasiocarpa,No,13.4,36.3,C: Codominant,L: leaning,NA,0 = no visible trunk wound,90,100,185,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_203210691668797bf5f3759.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_204746101768797bf6b58bf.jpg,NA
forest,CRBU: Poverty Gulch (PO),1861,7/17/2025,10:30:00,Pinaceae-Abies lasiocarpa,No,19.8,51.8,D: Dominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,95,100,345,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_110977082668797bf20f4f5.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_132077749368797bf30e63c.jpg,4 stems in cluster. 39.9. 14.2.  31.4
forest,UPTA: Taylor River Road Upper (RU),1860,7/14/2025,11:44:00,Pinaceae-Picea engelmannii,Yes,14.3,32.4,D: Dominant,S: standing,NA,0 = no visible trunk wound,90,85,208,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_209210273668756a6232a97.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_19802647068756a6279b4d.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1859,7/14/2025,11:43:00,Pinaceae-Picea engelmannii,Yes,12.6,43.6,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,230,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_154974735368756a5e2cdcb.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_15805779268756a5e62215.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1858,7/14/2025,11:33:00,Pinaceae-Picea engelmannii,No,12.4,15.6,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,130,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_89685288968756a5ad6375.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_53161257868756a5b1611f.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1857,7/14/2025,11:28:00,Pinaceae-Pinus contorta,No,21.2,50.5,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,208,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_31654841768756a45e0dbe.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_149097395768756a4667ba4.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1856,7/14/2025,11:27:00,Pinaceae-Pinus contorta,Yes,20.2,26.7,D: Dominant,S: standing,NA,0 = no visible trunk wound,85,80,315,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_68955023068756a42352bd.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_159300288168756a4287ca4.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1855,7/14/2025,11:18:00,Pinaceae-Pinus contorta,Yes,18.2,38.2,D: Dominant,S: standing,NA,2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,95,95,290,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_203647047368756a3eb16a9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_89860008968756a3eedc03.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1854,7/14/2025,10:33:00,Salicaceae-Populus tremuloides,No,14.8,22.5,C: Codominant,S: standing,"Fungus or other disease: visible fungal fruiting bodies on stem (e.g., aspen canker), clumps of dead",1 = a small wound less than dbh x dbh in area,90,85,135,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_197313067168756a3a3a078.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_79961065568756a3b12815.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1853,7/14/2025,10:18:00,Salicaceae-Populus tremuloides,No,15.2,20.1,D: Dominant,S: standing,"Fungus or other disease: visible fungal fruiting bodies on stem (e.g., aspen canker), clumps of dead",2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,80,75,260,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16543577968756a36b920a.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_53647243768756a3710564.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1852,7/14/2025,10:08:00,Salicaceae-Populus tremuloides,No,12.3,21,C: Codominant,"S: standing, L: leaning",NA,2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,80,85,135,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_156951505668756a32c07ed.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_51835440268756a32f3702.jpg,Aspect likely
forest,UPTA: Taylor River Road Upper (RU),1851,7/14/2025,10:01:00,Salicaceae-Populus tremuloides,No,16.1,20.9,D: Dominant,S: standing,NA,0 = no visible trunk wound,85,75,120,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_130926668868756a2f107b3.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_163816397468756a2f88d81.jpg,NA
forest,UPTA: Taylor River Road Upper (RU),1850,7/14/2025,9:26:00,Salicaceae-Populus tremuloides,No,17.3,26.3,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,265,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_177223628168756a2a182aa.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_82332825168756a2a5661b.jpg,Gall present
forest,UPTA: Taylor River Road Upper (RU),1849,7/14/2025,9:10:00,Salicaceae-Populus tremuloides,No,16.1,23.9,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,95,150,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_214145606068756a267559b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_134489621268756a26aef85.jpg,NA
forest,UPTA: Rocky Brook (RB),1848,7/13/2025,11:44:00,Pinaceae-Picea engelmannii,No,31.3,57.1,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,100,100,150,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_84953085668742808a2ccc.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_17200947186874280a3a671.jpg,Minor beetles
forest,UPTA: Rocky Brook (RB),1847,7/13/2025,11:28:00,Pinaceae-Picea engelmannii,No,28.6,48.4,C: Codominant,S: standing,"Lightning: crack or char scar down stem, or a cluster of dead trees",2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,100,100,80,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1206251447687428048c520.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_71024706468742805b6303.jpg,NA
forest,UPTA: Rocky Brook (RB),1846,7/13/2025,11:16:00,Pinaceae-Picea engelmannii,No,27.5,83.7,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,70,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11501012866874280096c39.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_822877283687428015f005.jpg,"1.35m for dbh height, yes for soils"
forest,UPTA: Rocky Brook (RB),1845,7/13/2025,10:57:00,Pinaceae-Picea engelmannii,Yes,22.8,73.1,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,114,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2543932416873e726201b8.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11840633586873e7266a513.jpg,NA
forest,UPTA: Rocky Brook (RB),1844,7/13/2025,10:47:00,Pinaceae-Pinus contorta,Yes,19.9,84.4,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_8528250146873e71f04f8b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_12380415926873e71f455fa.jpg,DBH at 1.2 meters. Trunk splits into many stems ab
forest,UPTA: Rocky Brook (RB),1843,7/13/2025,10:37:00,Pinaceae-Pinus contorta,Yes,22.4,48.6,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,95,130,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_7410052926873e71818dab.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_19696287116873e71882f2e.jpg,"Fork in trunk about 5 meters up, double top"
forest,UPTA: Rocky Brook (RB),1842,7/13/2025,10:04:00,Pinaceae-Abies lasiocarpa,No,19.1,39.8,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,135,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_7457657946873e71311b05.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_924966656873e71353feb.jpg,NA
forest,UPTA: Rocky Brook (RB),1841,7/13/2025,9:52:00,Pinaceae-Picea engelmannii,No,23.6,41.7,D: Dominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,95,80,60,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_20040607796873e6e3d0b79.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_15491086836873e6e4e7a3b.jpg,NA
forest,UPTA: Rocky Brook (RB),1840,7/13/2025,9:37:00,Pinaceae-Abies lasiocarpa,No,16.5,23.2,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,90,80,346,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_12629909726873e6ddaa4a1.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16011968126873e6dea3960.jpg,"2-3 stems, forking about 4 meters up"
forest,UPTA: Rocky Brook (RB),1839,7/13/2025,9:19:00,Pinaceae-Picea engelmannii,No,19.7,38.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,95,86,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_9909284526873e6d86761b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_3652838996873e6d89cbb7.jpg,NA
forest,UPTA: Rocky Brook (RB),1838,7/13/2025,9:10:00,Pinaceae-Abies lasiocarpa,No,18.8,15.1,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,109,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16460494656873e6cf85d99.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16020233286873e6d0e1a9e.jpg,NA
forest,UPTA: Rocky Brook (RB),1837,7/13/2025,8:52:00,Pinaceae-Pinus contorta,Yes,19.2,35.7,C: Codominant,L: leaning,NA,0 = no visible trunk wound,100,100,87,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11231711746873e6c767e77.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11762575586873e6c7b1db6.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1821,7/12/2025,9:21:00,Pinaceae-Pinus contorta,Yes,23.7,44.8,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,90,95,200,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_6817110596872a27574f00.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10330520566872a2761f36f.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1824,7/12/2025,9:45:00,Pinaceae-Picea engelmannii,No,13.9,38.4,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,45,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1478267506872a25fc3c46.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11307232396872a261672ee.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1825,7/12/2025,9:54:00,Pinaceae-Picea engelmannii,Yes,18.3,33,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,95,60,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_14646654036872a24b3e2ba.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_18452898906872a24bd063c.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1836,7/12/2025,11:51:00,Pinaceae-Pinus contorta,Yes,5.6,12,D: Dominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,1 = a small wound less than dbh x dbh in area,100,90,265,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_5721206286872a2358104b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16384441706872a236013b3.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1835,7/12/2025,11:41:00,Pinaceae-Pinus contorta,No,5.7,18,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,255,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_20947034216872a2308dfa2.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10389492336872a2317407b.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1834,7/12/2025,11:41:00,Pinaceae-Pinus contorta,Yes,9.5,29.1,D: Dominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,100,95,55,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_7792529376872a22ba87fe.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_18715010286872a22bf053d.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1833,7/12/2025,11:25:00,Pinaceae-Pinus contorta,Yes,21.1,33.5,C: Codominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,90,95,85,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_12930165156872a21c9b1b9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_9988404026872a2278653d.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1832,7/12/2025,11:20:00,Pinaceae-Pinus contorta,Yes,9.3,19.6,I: Intermediate,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,100,95,260,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10835226266872a217c822c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10353703176872a21812115.jpg,Dbh @ 1.0m
forest,UPTA: Taylor River Road Lower (RL),1831,7/12/2025,11:11:00,Pinaceae-Pinus contorta,Yes,10,28.7,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium, Brooming: thick branchlet growth that can be response to mistletoe or other agents, (% red): percentage of reddish-brown needles occupying the remaining canopy",0 = no visible trunk wound,90,85,200,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_17444009256872a212d90f6.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_15272508666872a213202c4.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1830,7/12/2025,11:06:00,Pinaceae-Pinus contorta,Yes,11.8,38.7,C: Codominant,S: standing,Brooming: thick branchlet growth that can be response to mistletoe or other agents,0 = no visible trunk wound,85,100,80,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16232492076872a20c91b84.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_8518651166872a20e62b22.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1829,7/12/2025,10:59:00,Pinaceae-Pinus contorta,No,17.2,35,C: Codominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,95,95,350,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10194844486872a1f6668cb.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_8760863946872a1f6c2a76.jpg,NA
