Location_Type,Sampling_Area,Site_Number,Collection_Date,Collection_Time,Vegetation_Height,Vegetation_Species,Photo_Shrub,Photo_Landscape_North,Photo_Landscape_East,Photo_Landscape_South,Photo_Landscape_West,Shrub_Notes
shrub,CRBU: Schofield Park (SP),1540,2025-07-09,10:29:00,267,Betulaceae-Betula glandulosa,./Shrub_FieldPhotographs.zip/1540_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1540_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1540_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1540_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1540_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1539,2025-07-09,10:20:00,147,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1539_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1539_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1539_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1539_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1539_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1538,2025-07-09,10:11:00,121,Betulaceae-Betula glandulosa,./Shrub_FieldPhotographs.zip/1538_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1538_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1538_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1538_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1538_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1537,2025-07-09,10:04:00,67,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1537_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1537_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1537_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1537_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1537_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1536,2025-07-09,9:51:00,70,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1536_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1536_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1536_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1536_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1536_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1535,2025-07-09,9:38:00,52,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1535_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1535_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1535_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1535_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1535_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1534,2025-07-09,9:25:00,233,Betulaceae-Betula glandulosa,./Shrub_FieldPhotographs.zip/1534_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1534_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1534_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1534_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1534_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1533,2025-07-09,8:59:00,159,Betulaceae-Betula glandulosa,./Shrub_FieldPhotographs.zip/1533_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1533_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1533_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1533_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1533_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Schofield Park (SP),1532,2025-07-09,8:43:00,82,Caprifoliaceae-Lonicera involucrata,./Shrub_FieldPhotographs.zip/1532_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1532_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1532_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1532_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1532_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1531,2025-07-08,11:40:00,196,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1531_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1531_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1531_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1531_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1531_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1530,2025-07-08,11:30:00,91,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1530_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1530_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1530_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1530_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1530_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1529,2025-07-08,11:09:00,121,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1529_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1529_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1529_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1529_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1529_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1528,2025-07-08,10:52:00,78,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1528_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1528_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1528_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1528_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1528_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1527,2025-07-08,10:40:00,147,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1527_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1527_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1527_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1527_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1527_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1526,2025-07-08,10:15:00,140,Grossulariaceae-Ribes wolfii,./Shrub_FieldPhotographs.zip/1526_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1526_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1526_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1526_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1526_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1525,2025-07-08,9:52:00,109,Grossulariaceae-Ribes wolfii,./Shrub_FieldPhotographs.zip/1525_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1525_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1525_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1525_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1525_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1524,2025-07-08,9:37:00,67,Caprifoliaceae-Lonicera involucrata,./Shrub_FieldPhotographs.zip/1524_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1524_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1524_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1524_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1524_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: North Pole Basin (NB),1523,2025-07-08,9:22:00,232,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1523_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1523_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1523_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1523_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1523_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1502,2025-07-01,10:41:00,128,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1502_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1502_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1502_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1502_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1502_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1518,2025-07-07,9:50:00,159,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1518_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1518_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1518_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1518_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1518_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1514,2025-07-07,10:47:00,132,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1514_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1514_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1514_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1514_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1514_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1522,2025-07-07,10:35:00,250,Salicaceae-Salix boothii,./Shrub_FieldPhotographs.zip/1522_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1522_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1522_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1522_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1522_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1521,2025-07-07,10:24:00,350,Betulaceae-Alnus incana,./Shrub_FieldPhotographs.zip/1521_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1521_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1521_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1521_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1521_Shrub_Landscape_FacingWest.jpg,Same species as 1515 & 1516 - Alder
shrub,CRBU: Carbon Creek (CR),1520,2025-07-07,10:08:00,105,Caprifoliaceae-Symphoricarpos rotundifolius,./Shrub_FieldPhotographs.zip/1520_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1520_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1520_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1520_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1520_Shrub_Landscape_FacingWest.jpg,Same species as 1517
shrub,CRBU: Carbon Creek (CR),1519,2025-07-07,9:59:00,103,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1519_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1519_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1519_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1519_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1519_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1517,2025-07-07,9:42:00,119,Caprifoliaceae-Symphoricarpos rotundifolius,./Shrub_FieldPhotographs.zip/1517_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1517_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1517_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1517_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1517_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1516,2025-07-07,9:24:00,427,Betulaceae-Alnus incana,./Shrub_FieldPhotographs.zip/1516_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1516_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1516_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1516_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1516_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1515,2025-07-07,9:04:00,400,Betulaceae-Alnus incana,./Shrub_FieldPhotographs.zip/1515_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1515_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1515_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1515_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1515_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Carbon Creek (CR),1513,2025-07-07,8:31:00,113,Rosaceae-Rubus idaeus,./Shrub_FieldPhotographs.zip/1513_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1513_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1513_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1513_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1513_Shrub_Landscape_FacingWest.jpg,Check species ID
shrub,CRBU: Paradise Basin (PB),1509,2025-07-06,10:51:00,139,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1509_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1509_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1509_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1509_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1509_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1511,2025-07-06,10:44:00,69,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1511_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1511_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1511_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1511_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1511_Shrub_Landscape_FacingWest.jpg,Tagged in 2018: 391
shrub,CRBU: Paradise Basin (PB),1510,2025-07-06,10:33:00,69,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1510_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1510_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1510_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1510_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1510_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1512,2025-07-06,10:25:00,169,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1512_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1512_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1512_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1512_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1512_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1507,2025-07-06,10:10:00,93,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1507_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1507_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1507_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1507_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1507_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1508,2025-07-06,9:57:00,192,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1508_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1508_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1508_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1508_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1508_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1506,2025-07-06,9:41:00,139,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1506_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1506_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1506_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1506_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1506_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1505,2025-07-06,9:28:00,108,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1505_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1505_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1505_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1505_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1505_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1504,2025-07-06,9:15:00,94,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1504_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1504_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1504_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1504_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1504_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Paradise Basin (PB),1503,2025-07-06,9:02:00,126,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1503_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1503_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1503_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1503_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1503_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1501,2025-07-01,10:11:00,108,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1501_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1501_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1501_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1501_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1501_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1500,2025-07-01,9:53:00,73,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1500_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1500_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1500_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1500_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1500_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1499,2025-07-01,9:34:00,177,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1499_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1499_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1499_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1499_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1499_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1498,2025-07-01,9:14:00,167,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1498_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1498_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1498_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1498_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1498_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: South Baldy (SB),1497,2025-07-01,8:47:00,86,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1497_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1497_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1497_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1497_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1497_Shrub_Landscape_FacingWest.jpg,Many ribmon next to this but mix pix w gram forb
shrub,CRBU: Slide Rock Road (SL),1496,2025-06-30,10:58:00,128,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1496_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1496_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1496_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1496_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1496_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1495,2025-06-30,10:40:00,172,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1495_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1495_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1495_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1495_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1495_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1494,2025-06-30,10:31:00,65,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1494_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1494_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1494_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1494_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1494_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1493,2025-06-30,10:20:00,67,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1493_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1493_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1493_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1493_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1493_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1492,2025-06-30,9:51:00,123,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1492_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1492_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1492_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1492_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1492_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1491,2025-06-30,9:34:00,97,Salicaceae-Salix glauca,./Shrub_FieldPhotographs.zip/1491_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1491_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1491_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1491_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1491_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1490,2025-06-30,9:20:00,81,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1490_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1490_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1490_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1490_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1490_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1489,2025-06-30,9:02:00,196,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1489_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1489_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1489_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1489_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1489_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Slide Rock Road (SL),1488,2025-06-30,8:50:00,108,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1488_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1488_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1488_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1488_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1488_Shrub_Landscape_FacingWest.jpg,NA
